gene_id,cluster
PAK2,3
PAK3,3
PAK5,6
PALB2,1
PALD1,8
PALLD,7
PALM2AKAP2,8
PALM3,7
PAM,3
PAMR1,1
PANTR1,3
PANX1,6
PAPLN,1
PAPPA,3
PAPPA-AS1,3
PAPSS1,4
PAQR6,8
PAQR7,2
PAQR8,5
PARD3B,9
PARD6A,3
PARD6B,10
PARD6G,2
PARG,5
PARM1,2
PARN,1
PARP1,2
PARP11,3
PARP12,1
PARP14,4
PARP16,3
PARP2,3
PARP4,9
PARP9,4
PARVA,7
PARVB,1
PATJ,1
PAWR,5
PAX6,7
PAXBP1-AS1,6
PAXIP1,8
PBK,3
PBX3,3
PBXIP1,5
PCBD1,1
PCBD2,6
PCCA,4
PCCA-DT,8
PCCB,1
PCDH1,1
PCDH17,6
PCDH19,6
PCDH7,7
PCDH9,6
PCDHA11,9
PCDHA2,3
PCDHA4,3
PCDHB14,8
PCDHB15,8
PCDHB5,5
PCDHGA10,8
PCDHGA11,1
PCDHGB4,9
PCDHGB7,8
PCDHGC3,2
PCDHGC4,2
PCK2,1
PCLAF,1
PCM1,2
PCNX2,8
PCNX4,3
PCOLCE,1
PCOLCE2,1
PCSK1,4
PCSK2,3
PCSK5,8
PCSK6,9
PCSK7,7
PCTP,8
PCYOX1,10
PCYT1A,7
PCYT1B,1
PCYT2,9
PDCD11,8
PDCD2L,1
PDCD4,3
PDCD5,2
PDCD6IP,3
PDCD6IP-DT,8
PDCD7,2
PDCL,3
PDE10A,3
PDE1C,3
PDE3A,2
PDE3B,3
PDE4A,7
PDE4B,3
PDE4D,3
PDE4DIP,6
PDE5A,1
PDE6B,1
PDE6D,3
PDE7A,5
PDE8A,3
PDE9A,7
PDGFA,5
PDGFC,9
PDGFD,9
PDGFRL,8
PDHA1,8
PDIA3,8
PDIA4,5
PDIA5,9
PDIA6,5
PDIK1L,3
PDLIM1,4
PDLIM3,3
PDLIM5,2
PDLIM7,8
PDP1,5
PDPN,3
PDPR,8
PDS5B,3
PDXDC1,1
PDXP,8
PDYN,3
PDZD2,1
PDZD4,3
PEA15,2
PECR,8
PEG10,6
PELI2,5
PELI3,2
PELO,10
PEPD,8
PER3,4
PERP,1
PES1,8
PET117,4
PEX11A,6
PEX11B,3
PEX5,7
PEX5L,9
PEX7,1
PFAS,8
PFKFB2,1
PFKFB3,7
PFKP,1
PGAM1,1
PGAM5,8
PGAP3,8
PGAP4,4
PGBD4,3
PGBD5,9
PGD,8
PGM1,3
PGM2,2
PGM2L1,6
PGPEP1,9
PGRMC1,9
PGRMC2,5
PGS1,7
PHACTR1,3
PHACTR2,5
PHACTR3,9
PHAX,8
PHB1,1
PHC1,1
PHETA2,1
PHF11,9
PHF12,8
PHF13,8
PHF14,3
PHF19,9
PHF2,2
PHF20,5
PHF20L1,3
PHF21A,3
PHF21B,6
PHF23,8
PHGDH,8
PHKA1,6
PHKA2,1
PHKB,9
PHLDA3,3
PHLDB2,5
PHTF1,9
PHYH,3
PHYHD1,1
PHYHIPL,6
PI4K2A,8
PIAS1,9
PIAS3,1
PICALM,3
PICK1,8
PIERCE1,2
PIERCE2,3
PIEZO1,1
PIGH,3
PIGM,2
PIGO,5
PIGP,3
PIGS,3
PIGU,3
PIGV,1
PIGW,1
PIGX,2
PIGY,3
PIH1D2,3
PIK3C2B,3
PIK3C3,2
PIK3CA,3
PIK3CB,5
PIK3CD,1
PIK3IP1,3
PIK3R1,3
PIK3R3,3
PIK3R5,1
PIM1,4
PIM2,4
PIN4,3
PINK1-AS,7
PINLYP,9
PIP4K2C,1
PIP4P1,1
PIP4P2,4
PIP5K1A,8
PIP5K1B,7
PIPOX,1
PISD,8
PITHD1,1
PITPNA,7
PITPNC1,9
PITPNM3,4
PITRM1,6
PJA1,3
PJA2,3
PKDCC,4
PKIA,3
PKIB,5
PKM,7
PKNOX1,6
PKNOX2,2
PKP2,1
PKP4,7
PLA2G3,2
PLA2G7,1
PLAAT3,4
PLAAT5,4
PLAGL1,9
PLAGL2,8
PLAT,8
PLAU,1
PLAUR,9
PLBD1,1
PLCB3,8
PLCE1,3
PLCG2,8
PLCH1,2
PLCL1,3
PLCL2,4
PLEKHA1,10
PLEKHA2,3
PLEKHA3,9
PLEKHA5,1
PLEKHA6,3
PLEKHA7,3
PLEKHB1,9
PLEKHF2,9
PLEKHG1,2
PLEKHG2,7
PLEKHG3,8
PLEKHG4,1
PLEKHG4B,7
PLEKHG6,4
PLEKHH1,7
PLEKHO2,1
PLGLB1,6
PLGRKT,3
PLIN2,1
PLK2,9
PLK3,2
PLOD2,3
PLOD3,7
PLP1,2
PLPBP,7
PLPP1,4
PLPP2,4
PLPP5,1
PLPP6,9
PLPPR1,3
PLPPR2,3
PLS1,1
PLS3,5
PLSCR1,3
PLXDC2,5
PLXNA2,2
PLXNC1,3
PLXND1,5
PMEL,1
PMEPA1,6
PMM1,3
PMM2,1
PMP22,8
PMPCA,8
PMS2,8
PNCK,5
PNISR,3
PNMA1,2
PNMA2,3
PNMA3,9
PNMA8A,2
PNMA8C,6
PNO1,1
PNP,1
PNPLA4,8
PNPLA6,8
PNPLA8,3
PNRC2,3
POC1A,1
POC5,3
PODXL,4
PODXL2,3
POFUT1,8
POFUT2,7
POGLUT2,3
POGLUT3,8
POLB,4
POLD4,9
POLDIP2,8
POLE,8
POLE3,6
POLI,1
POLK,3
POLR1A,7
POLR1B,5
POLR1D,4
POLR1E,1
POLR1G,1
POLR2D,2
POLR2G,3
POLR2H,1
POLR2M,9
POLR3A,8
POLR3B,8
POLR3E,8
POLR3G,4
POLR3GL,3
POLR3H,7
POM121,7
POMT2,2
PON1,1
PON2,9
POP5,8
POP7,8
POT1-AS1,3
POU2F2,6
POU3F1,5
POU3F2,9
POU3F3,6
POU3F4,9
POU5F1,4
POU6F1,3
POU6F2,9
PPA1,3
PPAN,8
PPARA,9
PPARGC1B,4
PPCDC,1
PPCS,3
PPFIA1,8
PPFIA2,6
PPFIA3,3
PPFIBP2,4
PPIE,3
PPIF,2
PPIL4,3
PPIL6,3
PPIP5K1,8
PPIP5K2,6
PPL,4
PPM1D,2
PPM1E,3
PPM1G,8
PPM1K,3
PPM1L,9
PPM1N,1
PPME1,2
PPP1R13B,6
PPP1R14C,2
PPP1R16B,9
PPP1R17,4
PPP1R1A,3
PPP1R1B,4
PPP1R21,6
PPP1R3C,1
PPP1R3D,9
PPP1R3F,3
PPP2R2B,8
PPP2R2D,3
PPP2R3A,10
PPP2R3C,3
PPP2R5B,6
PPP2R5C,3
PPP3CC,3
PPP4R4,3
PPP5C,8
PPRC1,8
PPT1,1
PPT2,2
PRAG1,1
PRC1,3
PRCP,3
PRDM11,7
PRDM14,4
PRDM16,2
PRDM16-DT,2
PRDM4,6
PRDX1,1
PRDX6,7
PRELID3B,9
PREP,9
PREPL,3
PREX1,9
PREX2,5
PRICKLE1,4
PRICKLE2,1
PRIM1,1
PRIMA1,5
PRKACA,2
PRKACB,6
PRKAG1,3
PRKAG2,9
PRKAR1A,3
PRKAR1B,8
PRKAR2B,3
PRKCA,9
PRKCB,4
PRKCD,1
PRKCE,9
PRKCQ,4
PRKCZ,1
PRKD1,6
PRKG1,4
PRKRA,2
PRMT2,6
PRMT8,9
PRNP,9
PROCR,4
PRODH,4
PROM1,6
PROS1,9
PROSER1,1
PROSER2,9
PROX1,9
PRPF38A,8
PRPF4,8
PRPF40B,1
PRPF8,7
PRPS1,1
PRPSAP1,2
PRR13,9
PRR14L,1
PRR3,3
PRR5L,4
PRRG1,9
PRRG3,3
PRRT3,1
PRSS16,1
PRSS23,8
PRSS35,2
PRSS8,1
PRTFDC1,8
PRTG,10
PRUNE1,1
PRUNE2,5
PRXL2A,7
PRXL2C,2
PSAP,8
PSAT1,1
PSD,3
PSD2,6
PSD3,3
PSEN1,10
PSEN2,7
PSIP1,5
PSKH1,8
PSMA3-AS1,2
PSMB8,1
PSMD2,8
PSMD5,5
PSME1,3
PSME3,8
PSMF1,6
PSMG1,8
PSMG2,3
PSMG3,5
PSRC1,2
PSTK,1
PSTPIP2,2
PTBP1,8
PTBP3,4
PTCD1,8
PTCH1,9
PTCH2,3
PTCHD1,2
PTDSS1,7
PTER,4
PTGFR,9
PTGIS,8
PTGR1,5
PTGR2,9
PTGR3,3
PTGS1,1
PTK2,2
PTK7,1
PTMA,5
PTN,8
PTP4A2,7
PTPA,1
PTPMT1,1
PTPN1,7
PTPN13,10
PTPN14,5
PTPN2,1
PTPN3,1
PTPN5,7
PTPN6,1
PTPN9,9
PTPRA,3
PTPRD-AS1,6
PTPRE,9
PTPRG,8
PTPRJ,7
PTPRM,10
PTPRO,6
PTPRU,5
PTPRZ1,2
PTTG1,3
PTX3,2
PUM3,1
PURG,3
PUS1,8
PUS7,8
PWP2,8
PWWP2A,4
PWWP3B,6
PXDC1,9
PXDN,7
PXMP4,1
PXN,8
PXYLP1,9
PYCR1,1
PYGL,7
PYGM,1
PYGO1,3
PYGO2,8
PYROXD1,3
PYURF,3
QKI,9
QNG1,5
QPCT,7
QPCTL,8
QPRT,1
QRICH1,8
QRICH2,7
QSOX1,8
QTRT2,8
RAB11A,3
RAB11FIP1,8
RAB11FIP4,9
RAB11FIP5,1
RAB13,9
RAB15,8
RAB1A,3
RAB24,6
RAB25,1
RAB27A,8
RAB28,9
RAB2A,9
RAB30,6
RAB32,2
RAB33A,9
RAB33B,5
RAB34,9
RAB36,2
RAB38,1
RAB39B,3
RAB3A,6
RAB3B,5
RAB3C,6
RAB3GAP1,3
RAB3IP,4
RAB40A,7
RAB40B,6
RAB4A,9
RAB4A-AS1,9
RAB5B,3
RAB6B,4
RAB7A,3
RAB9B,3
RABEP1,3
RABEPK,2
RABGAP1,3
RABGAP1L,4
RABGEF1,10
RABGEF1P1,8
RABGGTB,1
RABL2A,2
RABL2B,2
RABL3,7
RAC1,5
RACGAP1,3
RAD23B,10
RAD50,1
RAD51,5
RAD51C,5
RAD52,2
RADX,3
RAI14,2
RALA,5
RALB,10
RALGAPA1,3
RALGPS1,1
RALYL,6
RANBP10,7
RANGAP1,8
RAP1A,3
RAP1GAP,4
RAP1GAP2,4
RAP1GDS1,3
RAPGEF2,3
RAPGEF6,3
RAPGEFL1,7
RARB,10
RARG,1
RARRES2,4
RASA3,3
RASAL2,6
RASD1,3
RASGEF1A,4
RASGEF1B,6
RASL12,1
RASSF10,5
RASSF2,9
RASSF3,1
RASSF4,3
RAX,8
RB1,3
RBBP7,2
RBBP9,3
RBFA,1
RBKS,1
RBL2,3
RBM14,8
RBM17,7
RBM18,3
RBM19,8
RBM22,3
RBM23,2
RBM24,5
RBM26-AS1,3
RBM3,7
RBM39,3
RBM43,1
RBM45,3
RBM47,5
RBM48,3
RBM4B,6
RBM5,3
RBM8A,3
RBMS1,5
RBMS2,3
RBMX2,9
RBP1,3
RBPMS,4
RBPMS2,1
RCAN1,6
RCAN3,1
RCBTB2,10
RCC1,8
RCC2,8
RCE1,8
RCL1,1
RCN1,8
RDH10,7
RDH11,3
RDH5,7
RDX,3
RECK,6
REEP1,6
REEP5,3
RELA,2
RELCH,10
RELL1,9
RELT,7
REM2,6
REPS1,5
REPS2,1
RERE,7
REST,5
RET,1
REV1,3
REV3L,2
REXO2,8
REXO5,3
RFC2,8
RFC3,5
RFC4,1
RFC5,3
RFFL,4
RFLNB,8
RFTN1,3
RFWD3,5
RFX2,2
RFX3,3
RFX4,9
RGL1,7
RGMB,4
RGS10,1
RGS16,1
RGS2,3
RGS20,2
RGS5,7
RGS9,3
RHBDF2,1
RHEB,9
RHOBTB1,6
RHOBTB2,2
RHOBTB3,3
RHOC,3
RHOH,1
RHOU,5
RHPN2,5
RIC8B,9
RIGI,4
RILPL2,2
RIMKLA,3
RIMS1,6
RIMS4,1
RIN2,3
RIN3,9
RING1,2
RIOK1,8
RIOX1,1
RIOX2,8
RIPK1,7
RIPK2,9
RIPK4,1
RIPOR1,2
RIPOR3,3
RIT1,3
RLBP1,8
RMC1,8
RMI2,4
RMST,3
RNASE4,3
RNASEH1,1
RNASEH1-DT,2
RNASEH2B,4
RND1,10
RND2,5
RND3,6
RNF113A,9
RNF121,8
RNF125,1
RNF13,3
RNF130,9
RNF135,1
RNF14,3
RNF141,2
RNF144A,2
RNF145,3
RNF146,3
RNF150,3
RNF157,2
RNF169,9
RNF175,7
RNF182,3
RNF19A,3
RNF20,3
RNF216P1,8
RNF220,9
RNF227,3
RNF26,5
RNF32-DT,9
RNF4,4
RNF41,7
RNF6,9
RNF7,9
RNFT1,6
RNLS,1
RNPEPL1,2
RNPS1,8
ROBO1,5
ROCK2,3
ROGDI,8
ROR1,5
ROR2,8
RORB,3
RP2,9
RP9P,3
RPA1,8
RPAIN,3
RPAP2,3
RPF2,5
RPGR,9
RPIA,3
RPL12,4
RPL15,4
RPL23AP7,3
RPL3,4
RPL32P3,7
RPL39L,1
RPL7L1,4
RPN2,1
RPP25,1
RPP38,4
RPS27L,9
RPS6,4
RPS6KA1,8
RPS6KA2,6
RPS6KA6,3
RPS6KL1,7
RPUSD3,4
RPUSD4,8
RRAGB,6
RRAGC,8
RRAGD,4
RRAS,4
RRAS2,5
RRBP1,8
RRM1,3
RRM2,7
RRP12,8
RRP15,5
RRP1B,8
RRP36,1
RRP9,8
RRS1,8
RSAD1,3
RSL1D1,1
RSL24D1,3
RSPH3,9
RSPH4A,6
RSPO2,4
RSPO4,1
RSPRY1,3
RSRC1,9
RSRC2,3
RSRP1,2
RTKN,1
RTL5,3
RTL6,2
RTL8B,7
RTN1,6
RTN2,3
RTN3,4
RTN4,3
RTTN,9
RUFY3,6
RUNDC3A,6
RUNX1T1,6
RUSC2,6
RWDD1,3
RXRB,3
RXYLT1,3
RYR1,8
RYR3,8
S100A11,1
S100A13,5
S100A16,1
S100A4,1
S1PR1,2
S1PR2,8
S1PR3,9
SAE1,8
SALL1,4
SALL2,8
SALL3,5
SALL4,5
SAMD13,6
SAMD14,4
SAMD5,3
SAMHD1,4
SAMM50,6
SAMTOR,3
SANBR,2
SAP130,7
SAP30,2
SAP30-DT,3
SAP30L,9
SAR1B,9
SARAF,3
SARM1,6
SARS1,3
SART3,8
SAT1,9
SAT2,3
SATB1,3
SAV1,8
SAYSD1,3
SBDS,3
SBDSP1,3
SBNO1,10
SCAF4,8
SCAF8,8
SCAMP1-AS1,3
SCAMP5,4
SCAP,7
SCAPER,3
SCARB1,4
SCCPDH,3
SCD,9
SCD5,2
SCFD2,3
SCG2,6
SCG3,6
SCG5,1
SCGB3A2,4
SCGN,6
SCHIP1,2
SCLT1,3
SCLY,8
SCMH1,2
SCML1,9
SCML2,5
SCN2A,6
SCN3A,3
SCN3B,6
SCN4A,4
SCN4B,1
SCN8A,3
SCN9A,6
SCNN1A,4
SCO1,5
SCOC-AS1,3
SCP2,3
SCPEP1,1
SCRG1,3
SCRN3,3
SCUBE1,7
SCUBE2,5
SCUBE3,2
SDC1,7
SDC2,10
SDC4,1
SDCBP2-AS1,3
SDCCAG8,3
SDHA,2
SDHAP1,2
SDHAP3,6
SDK1,3
SEC11A,4
SEC11C,3
SEC14L2,10
SEC14L5,4
SEC22A,3
SEC22C,3
SEC23A,3
SEC23B,6
SEC24B,3
SEC24D,2
SEC31A,3
SEC61A1,2
SEC61A2,7
SEL1L,3
SEL1L3,1
SELENBP1,8
SELENOI,7
SELENOK,3
SELENOP,3
SELENOW,4
SEMA3A,10
SEMA3C,6
SEMA3D,9
SEMA3E,1
SEMA3F,7
SEMA3G,1
SEMA4D,8
SEMA4F,2
SEMA5A,7
SEMA6A,1
SEMA6D,4
SENP2,1
SENP7,3
SENP8,1
SEPHS1,6
SEPHS2,9
SEPTIN3,6
SEPTIN4,1
SEPTIN5,6
SEPTIN6,6
SEPTIN7,3
SEPTIN8,9
SEPTIN9,8
SERAC1,1
SERGEF,3
SERINC1,3
SERINC5,5
SERPINA5,4
SERPINB1,1
SERPINB6,2
SERPINE2,4
SERPINF1,1
SERPING1,1
SERPINH1,1
SERTAD3,4
SERTAD4,8
SESN3,5
SET,1
SETD1A,8
SETD3,1
SETD4,7
SETD6,8
SETD7,3
SETDB1,7
SETDB2,6
SEZ6,1
SEZ6L,2
SFMBT1,8
SFMBT2,6
SFPQ,8
SFR1,3
SFRP1,8
SFRP2,7
SFT2D1,9
SFXN2,7
SFXN4,8
SFXN5,3
SGCE,3
SGIP1,6
SGK1,1
SGO1,5
SGPL1,8
SGSM1,3
SGTB,3
SH2D5,1
SH3BGR,8
SH3BGRL,3
SH3BP4,1
SH3BP5,1
SH3D19,5
SH3GL3,6
SH3GLB1,3
SH3KBP1,1
SH3PXD2A,8
SH3RF1,7
SH3YL1,3
SHANK1,7
SHANK2,4
SHC1,1
SHC3,2
SHD,6
SHF,8
SHISA2,4
SHISA7,3
SHISA9,7
SHISAL1,9
SHISAL2B,8
SHLD2,10
SHMT1,8
SHPK,8
SHQ1,5
SHROOM3,7
SHROOM4,2
SHTN1,9
SIAE,3
SIAH1,1
SIAH2,3
SIAH3,6
SIK1,7
SIL1,3
SIMC1,2
SIN3A,5
SINHCAF,5
SIPA1L1,8
SIPA1L2,7
SIPA1L3,8
SIRT2,3
SIRT5,1
SIX3,8
SIX4,5
SKA2,3
SKAP2,9
SKI,7
SKIC8,6
SKIDA1,10
SKIL,9
SLAIN1,3
SLC10A7,3
SLC11A2,1
SLC12A2-DT,3
SLC12A5,6
SLC12A8,1
SLC13A3,1
SLC15A4,5
SLC16A1-AS1,8
SLC16A14,6
SLC16A2,7
SLC16A9,8
SLC17A6,3
SLC18B1,3
SLC19A1,8
SLC19A2,4
SLC1A3,9
SLC1A4,6
SLC1A5,1
SLC1A6,7
SLC20A1,7
SLC20A2,10
SLC23A2,2
SLC25A10,8
SLC25A12,6
SLC25A13,1
SLC25A14,9
SLC25A20,3
SLC25A21,8
SLC25A24,9
SLC25A27,4
SLC25A29,8
SLC25A30,7
SLC25A37,7
SLC25A39,8
SLC25A40,3
SLC25A42,3
SLC25A46,3
SLC25A5,9
SLC25A51,2
SLC25A53,8
SLC26A6,5
SLC29A1,1
SLC29A2,8
SLC29A3,4
SLC2A1,8
SLC2A10,1
SLC2A12,1
SLC2A13,9
SLC2A3,4
SLC31A1,10
SLC35A1,3
SLC35A2,8
SLC35A4,8
SLC35B3,3
SLC35B4,2
SLC35D1,2
SLC35E1,7
SLC35F2,1
SLC35G1,5
SLC36A1,6
SLC37A1,6
SLC37A3,1
SLC37A4,1
SLC38A4,5
SLC38A5,1
SLC38A7,8
SLC39A1,1
SLC39A11,9
SLC39A14,8
SLC39A6,3
SLC39A7,9
SLC39A9,3
SLC3A2,8
SLC43A3,9
SLC44A1,5
SLC44A2,1
SLC44A5,3
SLC45A3,7
SLC46A1,2
SLC4A11,1
SLC4A4,3
SLC4A5,6
SLC4A8,6
SLC50A1,8
SLC5A4-AS1,8
SLC5A6,8
SLC66A3,9
SLC6A8,8
SLC6A9,8
SLC7A11,1
SLC7A2,1
SLC7A3,1
SLC7A8,1
SLC8A1,6
SLC8A2,1
SLC8B1,4
SLCO1A2,1
SLCO3A1,7
SLCO5A1,6
SLF2,3
SLFN12,8
SLFN5,9
SLIT2,6
SLIT3,9
SLITRK1,6
SLITRK3,3
SLITRK5,3
SLK,3
SLU7,3
SMAD1,3
SMAD3,7
SMAD9,6
SMAGP,5
SMAP1,3
SMAP2,3
SMARCA2,9
SMARCC1,8
SMARCD2,5
SMARCD3,3
SMARCE1,3
SMCO4,8
SMCR8,8
SMDT1,3
SMG1P7,3
SMG5,8
SMG6,7
SMG7,7
SMG8,1
SMIM10L1,2
SMIM11,6
SMIM13,3
SMIM3,7
SMIM30,3
SMIM7,3
SMIM8,3
SMO,7
SMOC1,8
SMPD2,5
SMPD3,6
SMPD4,8
SMPDL3A,3
SMPDL3B,4
SMS,9
SMURF2,3
SMYD2,2
SMYD4,8
SMYD5,8
SNAI1,1
SNAP23,4
SNAP25,6
SNAP29,2
SNAP91,6
SNAPC3,3
SNCA,9
SNCAIP,6
SND1,4
SNHG1,4
SNHG12,8
SNHG15,5
SNHG17,8
SNHG21,3
SNHG29,4
SNHG3,8
SNHG32,4
SNHG33,6
SNHG4,1
SNN,2
SNRNP27,9
SNRPN,4
SNTA1,8
SNTB1,1
SNUPN,5
SNW1,3
SNX1,2
SNX10-AS1,3
SNX11,8
SNX12,7
SNX14,3
SNX19,3
SNX22,1
SNX24,9
SNX25,9
SNX3,3
SNX4,3
SNX5,1
SNX7,3
SNX8,8
SOBP,6
SOCS2,3
SOCS3,7
SOD1,6
SOHLH2,3
SON,7
SORBS1,1
SORBS2,6
SORCS2,9
SORCS3,9
SORD,4
SORD2P,8
SORL1,5
SOS2,3
SOSTDC1,7
SOX1,2
SOX1-OT,6
SOX10,4
SOX15,1
SOX2,5
SOX2-OT,3
SOX21,5
SOX21-AS1,8
SOX3,2
SOX6,6
SOX8,3
SOX9,2
SOX9-AS1,6
SP5,4
SP8,10
SP9,6
SPA17,3
SPACA9,3
SPAG16,9
SPAG9,9
SPARC,2
SPARCL1,9
SPART,3
SPATA13,2
SPATA17,3
SPATA18,9
SPATA2,8
SPATA7,3
SPATA8,9
SPATS2,2
SPATS2L,3
SPCS2,3
SPECC1,9
SPECC1L,2
SPEF2,3
SPEG,3
SPG21,9
SPG7,7
SPHK1,7
SPIDR,9
SPINK5,3
SPINT1,1
SPINT2,1
SPIRE1,3
SPMIP4,3
SPOCK1,7
SPON1,9
SPOP,3
SPOUT1,8
SPP1,9
SPPL3,7
SPR,3
SPRED2,7
SPRED3,7
SPRY1,8
SPRY2,8
SPRY4,8
SPRYD7,6
SPSB4,2
SPTAN1,6
SPTLC2,3
SQLE,3
SRD5A3,1
SRF,8
SRGAP1,3
SRGAP3,9
SRI,3
SRM,8
SRP14-DT,6
SRPK2,3
SRPRB,7
SRR,3
SRRM3,3
SRRM4,3
SRSF1,8
SRSF2,8
SRSF8,3
SRSF9,2
SRXN1,7
SS18L2,10
SSBP2,3
SSBP3,2
SSC4D,1
SSH1,8
SSH2,6
SSPN,3
SSX2IP,2
ST13,1
ST18,3
ST3GAL1,3
ST3GAL4,8
ST3GAL5,3
ST6GAL1,4
ST6GAL2,2
ST6GALNAC5,2
ST7,3
ST7L,2
ST8SIA1,9
ST8SIA2,6
ST8SIA3,4
ST8SIA4,3
ST8SIA6,5
STAC,2
STAM2,3
STARD13,9
STARD3NL,3
STARD7,8
STAT3,1
STAT6,1
STAU1,8
STAU2,3
STC2,4
STEAP2,1
STIP1,8
STK10,9
STK17A,2
STK24,5
STK26,5
STK32A,1
STK35,5
STK36,8
STK38,2
STK38L,9
STK39,3
STK40,2
STMN1,3
STMN2,6
STMN3,3
STMN4,6
STMP1,3
STN1,3
STOM,5
STOML1,3
STON1,5
STOX1,5
STOX2,3
STPG1,1
STRA6,3
STRADA,9
STRADB,6
STS,7
STT3A,10
STX12,3
STX2,3
STX3,1
STX8,3
STXBP2,8
STXBP5L,3
STYX,5
SUCLA2,3
SUCLG1,3
SUCLG2,4
SUCO,10
SULF1,10
SULF2,7
SULT1A3,2
SUMF1,1
SUMF2,4
SUMO2,4
SUMO3,8
SUPT16H,8
SUPT20H,3
SUPT6H,7
SUPV3L1,1
SURF4,8
SURF6,8
SUSD1,9
SUSD4,10
SUSD5,8
SUV39H1,1
SV2A,5
SVIL,7
SVIL-AS1,7
SVIP,2
SVOP,6
SWAP70,5
SYBU,6
SYDE2,7
SYN1,6
SYN3,4
SYNC,1
SYNE1,3
SYNE2,7
SYNE4,1
SYNGR1,2
SYNGR2,8
SYNGR3,1
SYNJ1,6
SYNJ2,7
SYNM,2
SYP,3
SYS1,2
SYT1,6
SYT11,3
SYT13,1
SYT16,6
SYT17,2
SYT4,9
SYT6,1
SYT9,7
SYTL1,1
SYTL2,3
SYTL4,9
TAB2,10
TAC1,6
TAC3,1
TACC2,1
TAF15,8
TAF3,7
TAF4B,4
TAF5L,8
TAF7,3
TAF9,1
TAFA4,9
TAGAP-AS1,6
TAGLN,8
TAGLN2,8
TAGLN3,3
TANC1,5
TANC2,3
TANGO2,9
TANGO6,8
TANK,3
TAOK3,6
TAP1,1
TAP2,4
TAPT1,3
TARBP1,1
TARBP2,8
TARS2,8
TARS3,3
TATDN2,2
TATDN3,3
TAX1BP1,3
TBC1D1,1
TBC1D12,3
TBC1D16,2
TBC1D19,3
TBC1D22B,1
TBC1D2B,8
TBC1D30,8
TBC1D31,4
TBC1D5,3
TBC1D7,9
TBC1D8,4
TBC1D8B,3
TBC1D9,7
TBCA,3
TBCD,8
TBCE,1
TBCK,3
TBK1,1
TBL1X,8
TBL2,8
TBR1,3
TBRG1,2
TBRG4,8
TC2N,4
TCAIM,3
TCEAL1,3
TCEAL2,8
TCEAL5,8
TCEAL7,3
TCEAL9,3
TCEANC,6
TCEANC2,9
TCF12,3
TCF19,2
TCF7L2,9
TCFL5,5
TCIM,9
TCN2,1
TCOF1,8
TCP10L,2
TCP11L2,3
TCTN1,2
TCTN2,2
TCTN3,7
TDRD3,3
TDRD7,9
TDRP,3
TEAD2,1
TEAD3,7
TECTA,7
TEK,8
TEKT2,3
TENM1,2
TENM3,7
TENT4A,2
TENT5A,9
TENT5B,4
TERF2IP,6
TESC,1
TESK2,1
TESMIN,4
TET2,3
TET3,3
TEX10,8
TEX2,4
TEX261,2
TEX264,3
TEX9,3
TFAP2C,4
TFB1M,1
TFB2M,8
TFCP2,8
TFDP1,7
TFDP2,3
TFPI,8
TGFBI,1
TGFBR2,5
TGFBRAP1,7
TGIF1,5
TGIF2,8
TGS1,1
THAP1,4
THAP10,3
THAP9,4
THBS4,1
THCAT155,9
THEMIS2,4
THOC5,1
THRAP3,8
THSD4,9
THSD7A,3
THSD7B,6
THUMPD3,1
THY1,8
TIAL1,9
TIAM1,8
TICRR,8
TIGD1,3
TIGD2,1
TIGD6,3
TIGD7,3
TIMELESS,9
TIMM10B,8
TIMM23B,8
TIMM50,8
TIMM8A,5
TIMP2,6
TIMP3,9
TIPARP,3
TIPIN,1
TJP2,8
TJP3,5
TK1,8
TKTL1,6
TLCD1,1
TLCD3A,8
TLCD3B,6
TLE1,8
TLE4,7
TLE6,3
TLL2,9
TLN1,7
TLN2,7
TM2D1,3
TM2D3,3
TM7SF3,9
TMBIM1,1
TMBIM6,9
TMC7,8
TMCC1,1
TMCC1-DT,3
TMCC3,8
TMCO1,3
TMCO6,1
TMED3,9
TMED5,9
TMEM104,7
TMEM106C,3
TMEM107,3
TMEM108,5
TMEM109,8
TMEM117,3
TMEM120B,8
TMEM121B,6
TMEM131L,6
TMEM145,6
TMEM14A,3
TMEM14B,1
TMEM14C,1
TMEM150A,8
TMEM150C,3
TMEM151B,6
TMEM154,9
TMEM161B-DT,6
TMEM163,7
TMEM165,5
TMEM167B,3
TMEM169,2
TMEM170B,3
TMEM178A,3
TMEM178B,6
TMEM182,3
TMEM185A,3
TMEM19,3
TMEM196,6
TMEM198,3
TMEM200A,4
TMEM200C,6
TMEM214,8
TMEM231,2
TMEM237,2
TMEM241,1
TMEM242,3
TMEM243,9
TMEM248,7
TMEM25,7
TMEM255A,6
TMEM260,2
TMEM268,6
TMEM35A,3
TMEM35B,5
TMEM38B,2
TMEM39A,5
TMEM43,2
TMEM45A,4
TMEM50B,6
TMEM51,7
TMEM59,3
TMEM62,3
TMEM63B,1
TMEM68,9
TMEM74,5
TMEM88,8
TMEM88B,5
TMEM92,1
TMEM97,2
TMEM98,9
TMEM9B,3
TMF1,9
TMLHE,6
TMOD2,6
TMPRSS2,1
TMPRSS5,6
TMSB15A,2
TMSB15B,3
TMSB4X,9
TMTC1,10
TMTC2,3
TMX1,9
TMX4,3
TNC,1
TNFAIP1,2
TNFAIP3,1
TNFAIP8,5
TNFRSF12A,8
TNFRSF19,4
